,Acc_ID,New_trsc_Amt,Contract_Date,Gender,Age,Job,Family,Cancellation,Deposit_Code
5656,727-301781-48095,10000,2023-05-30,남성,51,기술자,미혼,no,081-000084
8671,997-511609-29875,50000,2023-07-14,남성,40,산업노동자,미확인,no,081-000149
8239,175-859292-21710,40000,2023-07-07,남성,29,회사원,이혼,no,A23-000059
10047,972-653859-91598,10000,2023-08-04,남성,42,회사원,결혼,no,081-000153
12844,463-956533-67632,40000,2023-09-20,여성,46,공무원,이혼,no,081-000601
4431,812-433000-41578,20000,2023-05-10,남성,75,기업가,이혼,yes,081-000641
12869,393-482518-30740,20000,2023-09-21,남성,49,산업노동자,결혼,no,081-000204
18491,253-922191-07953,10000,2023-12-29,남성,55,회사원,결혼,no,081-000148
22703,703-100461-06305,10000,2024-03-08,여성,58,기업가,결혼,no,081-000641
10620,704-711770-45241,10000,2023-08-16,여성,36,서비스종사자,결혼,yes,081-0001410
21190,774-760588-76047,20000,2024-02-13,남성,25,군인,미혼,yes,081-000321
17646,728-061449-49791,60000,2023-12-14,여성,35,회사원,결혼,no,081-000601
17070,590-500330-05479,10000,2023-12-06,여성,37,산업노동자,이혼,no,081-000291
18270,092-109924-81124,20000,2023-12-26,여성,24,서비스종사자,미혼,no,A23-0000511
14977,450-236074-01581,20000,2023-11-01,남성,38,자영업자,결혼,no,081-000461
4760,954-273810-03971,10000,2023-05-16,여성,46,자영업자,이혼,no,081-000151
13404,048-271317-70241,10000,2023-10-05,남성,27,기술자,미혼,no,081-000332
21811,688-061383-00915,90000,2024-02-23,여성,38,산업노동자,이혼,no,A23-000101
19507,720-899154-37746,80000,2024-01-16,남성,32,기업가,이혼,no,081-000042
22187,203-083965-76015,20000,2024-02-28,남성,39,산업노동자,결혼,no,081-000203
1290,703-559372-90375,40000,2023-03-23,남성,50,산업노동자,미혼,yes,081-000591
24855,201-153786-47947,20000,2024-04-12,남성,33,기술자,이혼,no,A23-000032
4898,025-393956-73965,10000,2023-05-17,남성,53,기술자,결혼,no,081-000353
16560,996-318277-68057,10000,2023-11-28,여성,54,산업노동자,결혼,no,081-000043
25345,449-780158-56843,80000,2024-04-22,남성,44,미취업자,미혼,no,081-000142
329,439-752025-78876,10000,2023-03-10,여성,60,미확인,결혼,no,081-000144
16497,763-774987-92942,10000,2023-11-27,여성,41,산업노동자,미확인,no,A23-000055
7449,601-390039-00026,10000,2023-06-26,여성,60,회사원,이혼,no,081-000077
17915,351-595511-05146,10000,2023-12-20,여성,37,기술자,결혼,no,081-000061
8462,219-493653-66383,10000,2023-07-11,남성,31,기술자,미혼,yes,081-000431
5277,062-036639-74335,10000,2023-05-23,남성,44,산업노동자,결혼,no,A23-000043
24410,236-163909-06787,10000,2024-04-04,여성,39,회사원,결혼,no,A23-000101
10762,695-704685-13196,10000,2023-08-17,여성,46,서비스종사자,결혼,no,081-000049
26198,634-108804-85311,30000,2024-05-03,여성,58,은퇴,미혼,no,A23-000056
16166,771-357800-77513,10000,2023-11-21,여성,26,공무원,미혼,no,081-000146
15696,566-454957-41269,20000,2023-11-14,여성,37,주부,결혼,no,081-000231
22591,372-507521-28281,10000,2024-03-07,여성,31,공무원,결혼,no,081-000073
7673,061-588316-48535,20000,2023-06-29,남성,50,회사원,미확인,no,081-000077
17668,590-551203-10597,10000,2023-12-14,여성,37,회사원,결혼,no,A23-000091
2087,277-124313-23879,10000,2023-04-05,여성,53,산업노동자,이혼,no,081-000044
22549,496-825014-83318,10000,2024-03-07,여성,35,산업노동자,미혼,yes,081-000341
18008,488-763153-86139,10000,2023-12-21,남성,29,회사원,미확인,no,081-000064
11004,227-981421-45868,20000,2023-08-22,여성,58,산업노동자,결혼,no,081-000601
25225,167-477840-53428,10000,2024-04-19,남성,22,군인,결혼,no,081-000261
4063,951-590837-04644,160000,2023-05-03,남성,32,회사원,결혼,no,081-000191
17079,233-915516-67997,10000,2023-12-06,여성,33,회사원,미혼,no,081-000601
5423,172-091745-33752,40000,2023-05-25,남성,39,군인,결혼,no,081-000261
12086,072-767438-21316,20000,2023-09-08,여성,30,서비스종사자,결혼,no,081-000072
20871,958-603538-31725,20000,2024-02-06,여성,46,회사원,미혼,no,081-000203
14388,041-686455-73442,20000,2023-10-20,남성,32,미확인,미혼,no,081-000621
4642,770-160910-08961,30000,2023-05-15,여성,40,회사원,결혼,no,A23-000081
11830,685-102261-13144,20000,2023-09-05,남성,28,회사원,미혼,no,081-000521
21572,742-718125-60077,90000,2024-02-20,남성,38,회사원,결혼,no,081-000591
166,546-360250-64401,20000,2023-03-08,여성,34,회사원,결혼,no,081-000591
23736,573-009190-40838,20000,2024-03-26,여성,77,은퇴,이혼,no,081-000511
3111,847-057852-51695,20000,2023-04-19,여성,48,산업노동자,미혼,no,A23-000055
22746,033-630865-78773,10000,2024-03-11,남성,32,기술자,이혼,no,081-000074
7089,769-442370-57593,20000,2023-06-21,여성,32,회사원,미혼,no,081-000551
24710,182-597882-74741,20000,2024-04-09,여성,61,공무원,이혼,yes,081-000043
11037,954-547630-38981,20000,2023-08-22,남성,24,공무원,미혼,no,081-000077
10658,450-224889-15978,20000,2023-08-16,여성,70,은퇴,이혼,yes,081-000411
9518,544-081703-65823,10000,2023-07-27,남성,74,은퇴,결혼,no,081-000541
192,375-852496-60431,10000,2023-03-08,여성,24,서비스종사자,결혼,no,081-000076
6713,446-839740-09285,10000,2023-06-15,여성,37,회사원,결혼,no,081-000302
7942,000-647545-13965,30000,2023-07-04,여성,40,자영업자,미혼,no,081-000461
3810,968-680538-03903,70000,2023-04-28,여성,18,산업노동자,결혼,no,081-000561
8614,268-473796-91502,10000,2023-07-13,여성,42,회사원,결혼,no,081-000204
1294,513-278175-16171,10000,2023-03-23,남성,37,산업노동자,결혼,no,081-000062
23081,873-984324-69031,10000,2024-03-15,여성,34,산업노동자,이혼,no,A23-000056
15936,072-980361-46871,10000,2023-11-17,여성,46,공무원,미혼,no,081-000153
20893,204-595902-60030,10000,2024-02-06,남성,26,학생,이혼,yes,081-000144
24295,244-794305-56914,90000,2024-04-03,여성,29,회사원,결혼,no,081-000044
26005,587-411987-29145,20000,2024-05-01,남성,36,기업가,결혼,no,A23-000031
9212,447-440813-82832,10000,2023-07-24,여성,45,산업노동자,결혼,no,081-000046
16602,554-686711-00446,10000,2023-11-29,남성,38,미취업자,결혼,no,A23-000043
14385,337-528956-31806,20000,2023-10-20,여성,29,서비스종사자,이혼,no,A23-000059
25516,580-357411-04720,10000,2024-04-24,여성,55,은퇴,미혼,no,081-000541
23980,660-284254-29910,30000,2024-03-29,남성,47,기술자,결혼,no,081-000251
11291,476-105463-41568,10000,2023-08-25,여성,27,학생,이혼,yes,081-000202
21235,887-456750-71494,30000,2024-02-14,여성,27,자영업자,이혼,no,081-000182
9201,899-348653-08844,20000,2023-07-21,여성,41,기술자,결혼,no,081-000182
343,433-331669-13008,30000,2023-03-10,남성,28,산업노동자,미혼,no,081-000062
11423,613-701334-98660,10000,2023-08-29,여성,34,자영업자,결혼,yes,081-000163
17405,645-780764-69748,10000,2023-12-12,남성,51,기술자,결혼,no,081-000302
15327,857-283094-50810,10000,2023-11-08,남성,33,기술자,결혼,no,A23-000046
11210,694-496851-98216,20000,2023-08-25,남성,38,서비스종사자,미혼,no,081-000146
19841,385-774474-01787,10000,2024-01-19,남성,48,산업노동자,결혼,no,A23-000059
13113,351-077799-17760,20000,2023-09-25,여성,50,서비스종사자,미혼,yes,081-000011
704,141-861155-40521,70000,2023-03-15,여성,29,공무원,미혼,no,081-000074
20855,590-820137-22821,10000,2024-02-06,남성,32,기술자,이혼,no,081-000231
21590,984-770521-89759,40000,2024-02-20,여성,52,은퇴,이혼,no,081-000241
24760,051-110113-36436,60000,2024-04-11,남성,29,기술자,결혼,no,081-000601
12089,008-083652-22809,10000,2023-09-08,남성,53,기술자,결혼,no,081-000047
15569,256-635516-81500,30000,2023-11-10,여성,32,자영업자,미혼,no,081-000331
23910,463-365154-77645,20000,2024-03-28,남성,36,기술자,미확인,no,081-000092
15191,336-924270-88178,30000,2023-11-06,남성,27,기술자,이혼,no,081-000353
15988,412-907870-43174,10000,2023-11-17,여성,29,서비스종사자,결혼,yes,081-000591
17372,635-295571-44421,20000,2023-12-11,여성,53,공무원,결혼,no,081-000341
1665,530-424703-84062,50000,2023-03-29,남성,38,회사원,결혼,no,081-000161
4947,739-212884-57692,20000,2023-05-18,남성,33,기술자,결혼,no,A23-000021
13096,661-348746-99354,10000,2023-09-25,남성,40,회사원,결혼,no,081-000077
14940,299-858964-64713,20000,2023-11-01,남성,42,기술자,결혼,no,A23-000045
25351,242-661114-71457,10000,2024-04-22,여성,48,회사원,미혼,no,081-000049
14265,068-314880-88056,20000,2023-10-19,남성,40,공무원,미확인,no,081-000083
17854,344-006095-24395,10000,2023-12-19,여성,53,산업노동자,결혼,no,A23-000059
11640,266-690653-47723,10000,2023-09-01,여성,36,서비스종사자,미혼,no,081-000571
24292,094-571969-83898,20000,2024-04-03,여성,24,산업노동자,이혼,no,081-000146
10278,831-917536-89925,10000,2023-08-09,여성,38,기술자,결혼,no,A23-000044
26025,935-381731-66363,20000,2024-05-01,여성,30,기술자,이혼,yes,081-000072
22853,436-326316-99686,10000,2024-03-12,남성,80,은퇴,미혼,no,081-000511
20359,622-481648-86347,40000,2024-01-29,남성,41,서비스종사자,이혼,no,A23-000059
20817,039-603846-32138,10000,2024-02-05,남성,38,산업노동자,이혼,no,081-000071
20235,187-591653-99802,40000,2024-01-26,여성,33,공무원,미혼,no,081-000065
5797,639-352679-01643,30000,2023-06-01,여성,42,산업노동자,결혼,no,A23-000045
19014,810-538801-36263,80000,2024-01-08,남성,32,회사원,결혼,no,A23-0000510
1202,126-293481-57414,20000,2023-03-22,남성,46,기술자,결혼,no,081-000043
16172,570-582040-44017,40000,2023-11-22,여성,28,학생,결혼,no,081-000304
23504,092-805183-25324,10000,2024-03-21,남성,51,기술자,결혼,yes,081-000481
5436,293-532193-09657,10000,2023-05-25,남성,37,회사원,이혼,no,A23-000053
7000,301-792043-19384,10000,2023-06-20,남성,32,기술자,결혼,no,081-000521
22576,690-381221-69227,30000,2024-03-07,여성,45,회사원,미혼,no,A23-000055
10227,712-600370-95735,10000,2023-08-08,여성,28,공무원,결혼,no,081-000661
6721,271-591707-52174,10000,2023-06-15,남성,39,산업노동자,미혼,no,081-000201
10216,414-665818-34682,30000,2023-08-08,남성,27,기술자,미혼,no,081-000251
17286,593-143644-59800,20000,2023-12-08,남성,30,산업노동자,미혼,no,081-000148
7150,582-845436-49608,30000,2023-06-22,남성,21,군인,미확인,no,081-000322
7405,416-539820-13209,40000,2023-06-26,여성,44,기업가,미혼,no,081-000641
2139,644-132984-44118,30000,2023-04-05,남성,33,은퇴,이혼,yes,081-000302
9682,366-668576-96579,20000,2023-07-31,남성,48,군인,미혼,no,081-000261
15773,887-703554-07661,20000,2023-11-15,남성,39,산업노동자,이혼,no,081-000068
18215,828-628439-58338,10000,2023-12-26,여성,47,공무원,이혼,no,A23-000101
8574,057-174487-81392,10000,2023-07-13,남성,47,회사원,미혼,no,081-000353
8547,834-215456-04968,20000,2023-07-12,여성,50,산업노동자,이혼,no,081-000305
8163,708-728422-48368,10000,2023-07-06,여성,48,산업노동자,미혼,no,081-000066
20376,495-858477-47072,130000,2024-01-29,남성,36,회사원,결혼,no,A23-000053
10681,064-328942-60863,30000,2023-08-17,여성,46,서비스종사자,결혼,no,A23-000091
26154,723-033810-48740,130000,2024-05-03,여성,40,회사원,결혼,no,A23-000045
1623,383-853355-05249,20000,2023-03-29,여성,38,산업노동자,미혼,no,A23-000046
10208,096-383859-97771,10000,2023-08-08,남성,59,산업노동자,결혼,no,081-000561
14868,006-726533-24685,10000,2023-10-31,남성,49,회사원,결혼,no,081-000301
12236,854-722964-46850,10000,2023-09-11,여성,43,공무원,미혼,no,A23-000041
3383,527-005476-14005,20000,2023-04-24,남성,45,공무원,이혼,no,081-000152
18859,432-838967-63548,10000,2024-01-04,남성,30,서비스종사자,이혼,no,081-000142
19372,827-918171-99657,10000,2024-01-12,남성,41,회사원,미혼,yes,A23-000056
5211,965-008249-57043,10000,2023-05-22,남성,49,산업노동자,결혼,no,081-000561
15016,291-403923-60095,10000,2023-11-02,남성,81,은퇴,이혼,no,081-000531
19071,315-469167-52681,10000,2024-01-09,여성,37,산업노동자,결혼,no,A23-000011
26058,507-334244-39044,10000,2024-05-02,여성,24,회사원,이혼,no,081-000044
7006,913-316587-40309,10000,2023-06-20,남성,33,산업노동자,결혼,no,A23-0000510
1601,320-749780-64195,10000,2023-03-28,남성,35,기술자,미혼,yes,A23-000046
9630,313-581135-92665,30000,2023-07-28,남성,46,회사원,미혼,yes,081-000251
13478,973-852041-31421,10000,2023-10-05,남성,32,기술자,미확인,no,081-000064
15141,217-029077-97780,10000,2023-11-03,여성,37,산업노동자,미혼,no,081-000162
4045,675-157354-08167,10000,2023-05-02,여성,72,주부,미혼,no,081-000148
21273,063-537198-27049,10000,2024-02-14,여성,53,회사원,미확인,no,A23-000056
25833,501-165194-43528,10000,2024-04-30,여성,48,회사원,결혼,no,081-000291
8408,160-252321-16644,10000,2023-07-11,여성,37,서비스종사자,미혼,no,A23-000059
17616,467-751641-52446,100000,2023-12-14,여성,29,회사원,결혼,yes,A23-000041
8854,862-983473-75844,70000,2023-07-17,남성,29,기술자,결혼,no,A23-000057
19506,195-337680-12250,30000,2024-01-16,여성,30,자영업자,결혼,no,081-000651
18044,468-501030-08333,20000,2023-12-21,여성,38,기업가,결혼,no,081-000641
8730,738-405096-19375,10000,2023-07-14,여성,31,회사원,결혼,no,081-000101
7711,404-845315-69027,20000,2023-06-29,여성,27,자영업자,결혼,no,081-000182
8458,278-301197-45435,10000,2023-07-11,남성,27,회사원,이혼,no,081-0001410
6555,631-657686-56859,10000,2023-06-13,남성,84,은퇴,미혼,no,081-000441
16288,155-869070-30568,20000,2023-11-23,여성,49,회사원,미혼,no,081-000401
26038,473-539960-37345,10000,2024-05-02,남성,45,회사원,미혼,no,A23-000062
14678,362-081867-60692,20000,2023-10-26,여성,55,공무원,미혼,no,081-000342
2161,090-248429-71177,10000,2023-04-05,남성,57,은퇴,결혼,no,A23-000055
3332,231-591406-77424,10000,2023-04-21,여성,31,산업노동자,결혼,no,081-000064
21499,122-063441-84231,10000,2024-02-19,여성,36,서비스종사자,결혼,no,081-000332
18009,462-153276-21276,10000,2023-12-21,남성,22,산업노동자,결혼,yes,081-000065
24944,043-338819-01682,10000,2024-04-15,남성,48,서비스종사자,결혼,no,081-000071
24224,694-553401-77409,10000,2024-04-02,여성,23,학생,미확인,no,081-000381
24258,848-786802-45491,10000,2024-04-03,남성,35,산업노동자,미혼,no,081-000101
16047,535-400269-14343,10000,2023-11-20,여성,36,서비스종사자,미혼,no,081-000045
8873,447-229190-56284,30000,2023-07-18,남성,42,기업가,결혼,no,081-000641
22643,555-407626-37055,10000,2024-03-08,남성,30,회사원,미혼,no,081-000303
23134,818-914328-46698,30000,2024-03-15,여성,38,회사원,결혼,no,081-000064
23713,611-097464-97534,10000,2024-03-26,여성,32,기술자,결혼,no,081-000081
12249,336-588090-82701,10000,2023-09-11,여성,49,회사원,결혼,no,A23-000071
15742,892-683050-84557,40000,2023-11-15,여성,45,자영업자,미확인,no,081-000084
708,025-160962-00878,20000,2023-03-15,여성,29,공무원,결혼,no,081-000043
11168,279-505519-37683,10000,2023-08-24,여성,48,서비스종사자,이혼,no,081-000063
24596,405-026243-45204,20000,2024-04-08,여성,49,기술자,미혼,yes,081-000152
13994,293-643621-02101,20000,2023-10-16,여성,32,회사원,이혼,no,A23-000058
25552,999-836978-11601,40000,2024-04-24,여성,59,공무원,결혼,no,081-000551
17638,662-715983-23638,40000,2023-12-14,여성,60,은퇴,결혼,no,081-000101
12190,702-615948-88676,20000,2023-09-11,남성,27,서비스종사자,결혼,no,081-000621
18182,777-674001-82721,20000,2023-12-22,여성,46,서비스종사자,결혼,no,081-000076
15898,982-758180-39608,40000,2023-11-16,남성,88,은퇴,결혼,no,A23-000061
25937,319-764712-57395,50000,2024-05-01,남성,42,기업가,결혼,yes,081-000151
450,772-359171-15283,10000,2023-03-13,남성,46,산업노동자,미혼,no,081-000352
18261,203-145419-00041,70000,2023-12-26,남성,52,기업가,미혼,no,081-000068
16270,096-703560-34224,10000,2023-11-23,남성,32,기업가,결혼,no,081-000042
1344,301-767257-53444,10000,2023-03-24,여성,35,회사원,미혼,no,081-000391
15920,819-182358-83169,30000,2023-11-17,남성,30,기술자,미혼,no,A23-000081
19685,652-898904-44287,30000,2024-01-18,여성,32,군인,미혼,no,081-000322
8062,844-523856-37377,10000,2023-07-05,남성,35,군인,결혼,no,081-000261
24711,972-635068-07373,10000,2024-04-09,여성,48,미취업자,이혼,yes,081-000044
16693,264-406956-18260,20000,2023-11-30,남성,31,군인,결혼,no,081-000321
22285,316-879253-91106,10000,2024-02-29,여성,47,회사원,결혼,no,081-000046
12926,652-499639-50875,30000,2023-09-21,남성,39,기업가,미혼,no,081-000661
18410,188-532339-38785,10000,2023-12-28,남성,29,산업노동자,이혼,no,081-000152
303,471-235668-66337,10000,2023-03-09,남성,22,미취업자,결혼,yes,081-000431
10459,240-081988-26217,20000,2023-08-11,남성,51,기업가,결혼,no,081-000202
23130,921-619861-88065,30000,2024-03-15,여성,31,산업노동자,미확인,no,081-000047
11696,284-461077-89610,20000,2023-09-01,여성,34,산업노동자,결혼,no,081-000302
5678,661-045206-61232,10000,2023-05-30,여성,23,미확인,미확인,yes,081-000381
12700,530-045490-79320,40000,2023-09-19,여성,31,회사원,결혼,no,081-000064
12944,706-320222-87558,20000,2023-09-21,남성,32,산업노동자,미확인,no,081-000351
8751,952-448048-34448,10000,2023-07-14,남성,43,산업노동자,미확인,no,081-000342
14981,629-099282-14913,40000,2023-11-01,남성,32,산업노동자,이혼,no,081-000075
21260,149-318310-48294,20000,2024-02-14,여성,38,서비스종사자,이혼,no,A23-000041
11767,396-490216-13056,40000,2023-09-04,남성,36,서비스종사자,미혼,no,081-000062
12002,814-826152-33184,20000,2023-09-07,남성,24,군인,이혼,no,081-000321
12357,473-317864-57045,10000,2023-09-13,여성,48,공무원,미혼,no,A23-000046
23924,043-282873-62267,10000,2024-03-28,여성,58,회사원,미혼,no,081-000075
25084,972-382480-95890,160000,2024-04-17,남성,36,회사원,미혼,no,081-000084
2989,354-946953-96282,30000,2023-04-18,여성,48,회사원,미혼,no,081-000301
25432,142-737454-38668,10000,2024-04-23,여성,49,기술자,미혼,no,081-000076
8348,159-649579-78271,10000,2023-07-10,남성,39,회사원,결혼,no,A23-000091
23213,043-029016-77148,30000,2024-03-19,남성,30,군인,미혼,no,081-000321
14912,334-655062-59669,10000,2023-10-31,남성,47,산업노동자,미혼,yes,081-000421
11782,392-910740-31462,10000,2023-09-04,여성,37,기업가,미확인,no,081-000047
4352,723-250898-37766,40000,2023-05-10,여성,36,기술자,결혼,no,A23-000032
21977,397-695541-69736,10000,2024-02-26,여성,30,서비스종사자,결혼,no,081-000601
7635,977-869417-28777,30000,2023-06-29,남성,32,미취업자,결혼,no,081-000075
4038,018-477926-42717,20000,2023-05-02,남성,46,기술자,이혼,yes,A23-000045
23864,594-689915-99545,30000,2024-03-27,여성,42,산업노동자,이혼,no,081-000147
1308,952-079078-12111,10000,2023-03-23,여성,29,회사원,이혼,no,081-000063
14470,271-547410-66771,30000,2023-10-24,남성,39,산업노동자,결혼,no,081-000063
9424,834-370189-10550,20000,2023-07-26,여성,86,은퇴,이혼,no,081-000671
13682,554-010706-37907,10000,2023-10-10,남성,34,회사원,결혼,yes,081-000271
15632,066-507399-21622,20000,2023-11-13,여성,32,서비스종사자,결혼,no,A23-000046
5173,280-180914-01282,10000,2023-05-22,여성,42,산업노동자,결혼,no,A23-000045
16769,638-461006-18445,20000,2023-12-01,여성,38,자영업자,미혼,no,081-000461
16965,716-818877-43989,20000,2023-12-05,여성,45,공무원,결혼,no,081-000148
10467,052-012919-37368,20000,2023-08-11,여성,30,회사원,이혼,no,081-000352
9827,530-374517-21853,40000,2023-08-02,여성,33,공무원,결혼,yes,081-000151
22308,317-742571-17395,60000,2024-03-04,여성,28,공무원,미혼,no,081-000481
11057,105-379963-85727,20000,2023-08-23,여성,47,회사원,결혼,no,081-000121
22836,932-816079-76268,50000,2024-03-12,여성,58,회사원,미확인,no,081-000144
3701,282-522173-89857,10000,2023-04-27,여성,37,기업가,결혼,no,081-000491
12275,162-474928-64722,80000,2023-09-12,남성,28,학생,미혼,no,081-000147
17623,754-834534-90810,10000,2023-12-14,남성,37,산업노동자,결혼,no,081-000143
21603,949-992347-10337,10000,2024-02-20,남성,47,미취업자,이혼,no,081-000081
26212,978-370769-60501,20000,2024-05-03,여성,57,공무원,미혼,yes,081-000066
22596,606-180808-55179,10000,2024-03-07,남성,79,은퇴,결혼,yes,081-000081
12571,640-187163-88003,20000,2023-09-15,남성,47,산업노동자,이혼,no,081-000083
2923,997-991739-92643,10000,2023-04-17,여성,49,회사원,결혼,no,081-000161
3468,251-360399-92589,20000,2023-04-25,남성,31,회사원,이혼,no,A23-000062
14689,531-339353-05065,20000,2023-10-26,남성,47,회사원,결혼,no,081-000147
17968,228-607985-82049,30000,2023-12-20,남성,50,산업노동자,결혼,no,081-000581
16648,189-493326-77672,10000,2023-11-29,남성,36,산업노동자,결혼,no,081-000371
4108,813-029348-82424,90000,2023-05-03,여성,38,회사원,결혼,no,A23-000062
6733,948-345796-71943,10000,2023-06-15,여성,47,은퇴,이혼,no,081-000621
4929,448-867788-56990,20000,2023-05-18,남성,28,서비스종사자,미혼,no,081-000431
9335,053-715644-73717,20000,2023-07-25,남성,35,기술자,결혼,no,081-000591
6228,108-083867-19492,10000,2023-06-08,여성,33,산업노동자,결혼,no,081-000401
1611,626-647762-41907,10000,2023-03-29,여성,56,회사원,결혼,no,081-000047
9818,081-721377-58864,20000,2023-08-01,여성,26,학생,결혼,yes,081-000101
26090,678-093741-48261,10000,2024-05-02,여성,36,회사원,결혼,no,A23-000054
12939,332-175863-36433,30000,2023-09-21,여성,34,기술자,결혼,no,081-000302
20922,844-935902-37655,60000,2024-02-07,여성,51,산업노동자,미혼,no,A23-000056
13370,342-171304-88468,10000,2023-10-04,여성,45,산업노동자,이혼,yes,081-000371
20142,639-429806-93598,10000,2024-01-25,남성,34,기술자,미혼,no,A23-000055
3222,893-078764-78048,20000,2023-04-20,남성,47,미확인,미혼,no,081-000651
21509,175-814696-23434,30000,2024-02-19,남성,45,산업노동자,미확인,no,081-000271
10640,005-983907-35105,20000,2023-08-16,여성,53,회사원,미혼,no,081-000332
7754,787-430787-60872,20000,2023-06-30,남성,32,기업가,미혼,no,081-000251
18122,320-925287-89533,10000,2023-12-22,남성,29,회사원,결혼,no,A23-000062
3933,522-384776-51493,20000,2023-05-01,남성,62,은퇴,미혼,no,081-000531
2203,875-224329-25585,70000,2023-04-06,여성,21,학생,결혼,no,A23-0000512
1552,838-687326-70659,20000,2023-03-28,남성,39,기술자,결혼,no,A23-0000511
2753,988-028493-16126,80000,2023-04-13,여성,45,회사원,이혼,no,081-000075
15664,368-710208-06947,90000,2023-11-14,여성,32,주부,미혼,no,081-000047
10978,392-177445-87096,30000,2023-08-22,여성,46,산업노동자,이혼,no,081-000561
23945,265-232699-03285,100000,2024-03-28,남성,22,회사원,결혼,no,A23-000054
9739,643-736031-33960,10000,2023-07-31,여성,43,기술자,결혼,no,081-000471
2680,105-087361-50167,10000,2023-04-12,여성,34,산업노동자,결혼,no,A23-000046
18277,286-804038-59238,30000,2023-12-26,여성,54,산업노동자,미혼,no,081-000601
1416,157-624648-36067,10000,2023-03-24,남성,28,회사원,결혼,no,081-000046
11536,948-402563-05764,10000,2023-08-31,남성,35,미취업자,미확인,no,A23-000031
23819,715-546441-43794,20000,2024-03-27,남성,33,산업노동자,미혼,no,081-000071
24705,731-441037-68983,10000,2024-04-09,여성,58,회사원,미혼,yes,081-000084
4206,214-932470-95699,30000,2023-05-08,남성,60,회사원,이혼,no,081-000045
14951,739-389858-15243,20000,2023-11-01,남성,44,산업노동자,미혼,no,081-000341
5786,505-645352-82830,10000,2023-05-31,남성,60,회사원,미혼,yes,081-000471
16865,698-967566-71438,30000,2023-12-04,남성,42,기술자,이혼,no,081-000121
5661,024-935638-18299,10000,2023-05-30,남성,39,산업노동자,미혼,no,081-000601
23624,647-337158-23432,30000,2024-03-25,남성,82,자영업자,결혼,no,081-000441
18132,646-013792-69525,20000,2023-12-22,남성,38,기업가,결혼,no,081-000181
21854,660-993814-15673,30000,2024-02-23,여성,35,산업노동자,결혼,no,A23-000042
12293,560-472394-83363,10000,2023-09-12,남성,76,기업가,미혼,no,081-000451
15657,811-514282-84777,60000,2023-11-14,남성,55,기술자,결혼,no,081-000202
2664,549-312162-78285,50000,2023-04-12,남성,44,기술자,결혼,no,081-000067
9014,448-709357-73478,10000,2023-07-19,남성,87,은퇴,결혼,no,081-000671
4721,527-588027-77792,40000,2023-05-16,남성,37,산업노동자,이혼,no,081-0001410
14833,202-975658-90388,10000,2023-10-30,여성,39,서비스종사자,미혼,no,081-000142
811,640-977716-92855,10000,2023-03-16,남성,40,회사원,결혼,yes,081-000251
25383,020-980846-13376,10000,2024-04-22,여성,58,공무원,결혼,yes,081-000064
21543,285-107780-01716,40000,2024-02-19,여성,20,산업노동자,미혼,no,A23-000059
3935,725-454878-06528,10000,2023-05-01,여성,42,산업노동자,이혼,no,081-000144
22381,610-838729-53731,70000,2024-03-05,남성,37,산업노동자,미혼,no,A23-000042
10992,415-789735-47643,10000,2023-08-22,남성,27,회사원,결혼,no,081-000073
1250,567-805380-79165,20000,2023-03-23,여성,29,회사원,미혼,no,081-000191
8247,290-324721-02501,10000,2023-07-07,여성,78,자영업자,결혼,no,081-000451
6580,015-057757-46677,40000,2023-06-14,남성,28,서비스종사자,미혼,yes,081-000291
416,204-475747-10911,10000,2023-03-10,남성,29,산업노동자,결혼,no,081-000371
1932,307-719049-86913,30000,2023-04-03,여성,48,회사원,결혼,no,A23-0000510
7948,991-651840-12856,30000,2023-07-04,남성,43,산업노동자,이혼,no,081-0001410
25772,188-186257-29423,60000,2024-04-29,남성,32,산업노동자,결혼,no,081-000091
9516,602-949116-15666,50000,2023-07-27,여성,30,주부,이혼,no,A23-000062
15661,180-465041-97841,10000,2023-11-14,여성,32,주부,결혼,no,081-000081
12647,796-117261-44938,10000,2023-09-18,남성,52,기술자,미혼,no,081-000661
4308,347-941810-60726,50000,2023-05-09,남성,51,회사원,미혼,yes,081-000201
14146,079-264889-24756,20000,2023-10-18,남성,46,기술자,결혼,no,081-000271
12773,885-414450-69654,20000,2023-09-20,여성,39,서비스종사자,미혼,no,081-000551
12366,403-411884-82641,10000,2023-09-13,여성,27,산업노동자,이혼,no,081-000046
21515,010-630164-10734,200000,2024-02-19,남성,56,기업가,미혼,no,081-000013
1503,920-813431-54225,40000,2023-03-27,남성,32,산업노동자,미혼,no,081-000064
19523,665-915461-18769,40000,2024-01-16,남성,25,회사원,미혼,no,081-000141
13026,768-702003-66968,80000,2023-09-22,남성,41,산업노동자,결혼,no,081-000421
23144,545-222496-33162,20000,2024-03-18,남성,41,회사원,미혼,no,081-000076
16537,142-700195-66797,10000,2023-11-28,남성,39,산업노동자,결혼,no,081-000101
16450,943-134580-63723,10000,2023-11-27,여성,33,자영업자,미혼,no,A23-000052
674,756-292337-14052,10000,2023-03-15,남성,48,산업노동자,이혼,no,081-000561
17161,625-518629-59343,30000,2023-12-07,여성,29,회사원,결혼,no,A23-000058
3585,442-080800-20274,10000,2023-04-26,남성,31,산업노동자,미혼,no,081-000204
10079,804-591165-78049,10000,2023-08-07,남성,25,군인,미혼,no,081-000323
